ANO,SIGLA_UF,COD_MUN,VINCULOS_ATIVOS,VINCULOS_CLT,VINCULOS_ESTATUTARIOS,NUM_FIRMAS
2013,MG,3148400,310,105,205,123
2013,MG,3148509,645,407,238,250
2013,MG,3148608,1103,508,595,538
2013,MG,3148707,2421,1336,1085,632
2013,MG,3148756,373,156,217,112
2013,MG,3148806,327,173,154,103
2013,MG,3148905,1064,836,228,183
2013,MG,3149002,310,210,100,70
2013,MG,3149101,1135,793,342,550
2013,MG,3149150,481,280,201,244
2013,MG,3149200,750,423,327,188
2013,MG,3149309,16830,14760,2070,2538
2013,MG,3149408,228,36,192,51
2013,MG,3149507,771,572,199,192
2013,MG,3149606,666,403,263,214
2013,MG,3149705,2247,1873,374,683
2013,MG,3149804,3519,2558,961,927
2013,MG,3149903,3951,3344,607,993
2013,MG,3149952,640,264,376,132
2013,MG,3150000,388,123,265,115
2013,MG,3150109,336,174,162,161
2013,MG,3150158,559,362,197,206
2013,MG,3150208,520,334,186,143
2013,MG,3150307,591,359,232,234
2013,MG,3150406,381,136,245,162
2013,MG,3150505,1484,1114,370,329
2013,MG,3150539,542,204,338,110
2013,MG,3150570,413,105,308,149
2013,MG,3150604,733,558,175,237
2013,MG,3150703,2309,2028,281,256
2013,MG,3150802,1160,641,519,348
2013,MG,3150901,446,295,151,170
2013,MG,3151008,843,652,191,389
2013,MG,3151107,2217,1844,373,454
2013,MG,3151206,12662,10817,1845,2524
2013,MG,3151305,1824,1589,235,586
2013,MG,3151404,4479,3927,552,1609
2013,MG,3151503,7504,6180,1324,2172
2013,MG,3151602,1175,644,531,395
2013,MG,3151701,1657,1343,314,731
2013,MG,3151800,49866,49529,337,9538
2013,MG,3151909,420,261,159,218
2013,MG,3152006,5588,4238,1350,1509
2013,MG,3152105,15982,15369,613,3184
2013,MG,3152131,342,75,267,64
2013,MG,3152170,815,272,543,163
2013,MG,3152204,2079,1479,600,1296
2013,MG,3152303,655,417,238,257
2013,MG,3152402,1091,491,600,272
2013,MG,3152501,48847,44226,4621,8284
2013,MG,3152600,1509,1270,239,313
2013,MG,3152709,1338,1102,236,340
2013,MG,3152808,6090,5524,566,1853
2013,MG,3152907,1300,1130,170,587
2013,MG,3153004,436,237,199,127
2013,MG,3153103,317,135,182,171
2013,MG,3153202,450,193,257,129
2013,MG,3153301,388,67,321,61
2013,MG,3153400,3316,2724,592,758
2013,MG,3153509,689,419,270,287
2013,MG,3153608,1325,1019,306,356
2013,MG,3153707,428,233,195,150
2013,MG,3153806,262,144,118,85
2013,MG,3153905,832,401,431,367
2013,MG,3154002,2312,1669,643,870
2013,MG,3154101,1141,675,466,398
2013,MG,3154150,755,613,142,180
2013,MG,3154200,1190,888,302,690
2013,MG,3154309,2449,1729,720,739
2013,MG,3154408,710,405,305,200
2013,MG,3154457,435,187,248,187
2013,MG,3154507,992,617,375,182
2013,MG,3154606,26704,22924,3780,4528
2013,MG,3154705,785,569,216,190
2013,MG,3154804,1899,1073,826,1568
2013,MG,3154903,2265,1760,505,903
2013,MG,3155009,354,128,226,108
2013,MG,3155108,379,144,235,109
2013,MG,3155207,344,109,235,105
2013,MG,3155306,491,262,229,184
2013,MG,3155405,1224,884,340,619
2013,MG,3155504,4803,4190,613,721
2013,MG,3155603,2329,1388,941,791
2013,MG,3155702,1511,927,584,608
2013,MG,3155801,3251,2774,477,814
2013,MG,3155900,676,344,332,226
2013,MG,3156007,872,335,537,317
2013,MG,3156106,639,411,228,213
2013,MG,3156205,415,217,198,83
2013,MG,3156304,3336,3085,251,392
2013,MG,3156403,930,773,157,194
2013,MG,3156452,492,187,305,137
2013,MG,3156502,432,134,298,155
2013,MG,3156601,688,355,333,324
2013,MG,3156700,17195,13318,3877,2619
2013,MG,3156809,1228,767,461,442
2013,MG,3156908,6496,6328,168,1801
2013,MG,3157005,5583,4121,1462,1891
2013,MG,3157104,580,454,126,187
2013,MG,3157203,5982,5544,438,1064
2013,MG,3157252,580,281,299,153
2013,MG,3157278,431,287,144,139
2013,MG,3157302,578,346,232,104
2013,MG,3157336,983,753,230,316
2013,MG,3157377,253,45,208,99
2013,MG,3157401,421,214,207,135
2013,MG,3157500,353,68,285,72
2013,MG,3157609,261,137,124,107
2013,MG,3157658,271,29,242,110
2013,MG,3157708,4526,4119,407,574
2013,MG,3157807,25580,22846,2734,4439
2013,MG,3157906,1007,594,413,568
2013,MG,3158003,1584,1262,322,530
2013,MG,3158102,222,47,175,97
2013,MG,3158201,1025,571,454,358
2013,MG,3158300,1494,1258,236,408
2013,MG,3158409,353,171,182,143
2013,MG,3158508,423,243,180,217
2013,MG,3158607,640,420,220,128
2013,MG,3158706,245,74,171,85
2013,MG,3158805,603,411,192,144
2013,MG,3158904,544,292,252,232
2013,MG,3158953,5012,4266,746,782
2013,MG,3159001,512,356,156,241
2013,MG,3159100,360,119,241,128
2013,MG,3159209,1104,818,286,395
2013,MG,3159308,585,251,334,287
2013,MG,3159357,885,581,304,193
2013,MG,3159407,345,180,165,111
2013,MG,3159506,368,139,229,103
2013,MG,3159605,13416,12425,991,2606
2013,MG,3159704,315,110,205,87
2013,MG,3159803,5600,4402,1198,1251
2013,MG,3159902,2552,1938,614,803
2013,MG,3160009,458,214,244,131
2013,MG,3160108,420,195,225,148
2013,MG,3160207,302,102,200,75
2013,MG,3160306,611,136,475,208
2013,MG,3160405,6250,5328,922,1467
2013,MG,3160454,329,30,299,88
2013,MG,3160504,236,50,186,46
2013,MG,3160603,365,133,232,130
2013,MG,3160702,6821,5704,1117,1935
2013,MG,3160801,467,301,166,102
2013,MG,3160900,425,284,141,281
2013,MG,3160959,465,244,221,155
2013,MG,3161007,2110,1507,603,705
2013,MG,3161056,305,76,229,82
2013,MG,3161106,3894,2770,1124,1292
2013,MG,3161205,789,552,237,248
2013,MG,3161304,916,516,400,383
2013,MG,3161403,465,283,182,135
2013,MG,3161502,2013,1756,257,315
2013,MG,3161601,307,55,252,62
2013,MG,3161650,298,57,241,79
2013,MG,3161700,1384,1024,360,302
2013,MG,3161809,2375,1974,401,459
2013,MG,3161908,2733,1686,1047,518
2013,MG,3162005,4691,4202,489,1223
2013,MG,3162104,6021,5169,852,1713
2013,MG,3162203,1353,925,428,405
2013,MG,3162252,193,54,139,133
2013,MG,3162302,301,112,189,128
2013,MG,3162401,751,339,412,372
2013,MG,3162450,468,47,421,94
2013,MG,3162500,19260,15801,3459,4168
2013,MG,3162559,761,478,283,348
2013,MG,3162575,1027,735,292,241
2013,MG,3162609,640,308,332,271
2013,MG,3162658,310,11,299,44
2013,MG,3162708,2067,1206,861,700
2013,MG,3162807,1192,744,448,385
2013,MG,3162906,6609,6198,411,1607
2013,MG,3162922,6552,5365,1187,575
2013,MG,3162948,1283,995,288,279
2013,MG,3162955,4213,3354,859,573
2013,MG,3163003,392,146,246,77
2013,MG,3163102,785,553,232,192
2013,MG,3163201,298,159,139,164
2013,MG,3163300,242,42,200,122
2013,MG,3163409,567,325,242,235
2013,MG,3163508,371,123,248,102
2013,MG,3163607,188,29,159,64
2013,MG,3163706,10185,10100,85,2793
2013,MG,3163805,521,226,295,199
2013,MG,3163904,546,379,167,196
2013,MG,3164001,1261,933,328,293
2013,MG,3164100,330,129,201,137
2013,MG,3164209,477,469,8,274
2013,MG,3164308,1109,756,353,365
2013,MG,3164407,1133,963,170,255
2013,MG,3164431,351,55,296,109
2013,MG,3164472,475,252,223,142
2013,MG,3164506,501,165,336,153
2013,MG,3164605,3299,3055,244,279
2013,MG,3164704,17640,16428,1212,4142
2013,MG,3164803,253,32,221,38
2013,MG,3164902,366,178,188,89
2013,MG,3165008,1688,1367,321,652
2013,MG,3165107,1240,982,258,407
2013,MG,3165206,1624,1346,278,397
2013,MG,3165305,1274,968,306,431
2013,MG,3165404,1146,907,239,265
2013,MG,3165503,279,184,95,119
2013,MG,3165537,6718,5693,1025,933
2013,MG,3165552,428,107,321,103
2013,MG,3165560,295,149,146,67
2013,MG,3165578,743,712,31,137
2013,MG,3165602,447,289,158,102
2013,MG,3165701,674,423,251,194
2013,MG,3165800,263,73,190,59
2013,MG,3165909,369,95,274,124
2013,MG,3166006,478,244,234,154
2013,MG,3166105,313,91,222,87
2013,MG,3166204,527,238,289,241
2013,MG,3166303,698,363,335,193
2013,MG,3166402,334,195,139,101
2013,MG,3166501,348,50,298,53
2013,MG,3166600,244,30,214,50
2013,MG,3166709,1189,839,350,187
2013,MG,3166808,2151,1753,398,666
2013,MG,3166907,1226,935,291,322
2013,MG,3166956,229,78,151,107
2013,MG,3167004,243,114,129,103
2013,MG,3167103,2045,1501,544,603
2013,MG,3167202,57890,53418,4472,10161
2013,MG,3167301,240,78,162,96
2013,MG,3167400,1280,1008,272,311
2013,MG,3167509,562,405,157,147
2013,MG,3167608,660,439,221,392
2013,MG,3167707,530,209,321,127
2013,MG,3167806,691,450,241,192
2013,MG,3167905,499,336,163,148
2013,MG,3168002,4513,3839,674,1683
2013,MG,3168051,400,134,266,74
2013,MG,3168101,2597,2222,375,187
2013,MG,3168200,262,125,137,58
2013,MG,3168309,616,361,255,132
2013,MG,3168408,1014,609,405,485
2013,MG,3168507,1222,729,493,394
2013,MG,3168606,25368,22756,2612,5714
2013,MG,3168705,19872,17132,2740,3510
2013,MG,3168804,1915,1476,439,670
2013,MG,3168903,900,641,259,414
2013,MG,3169000,3164,2702,462,876
2013,MG,3169059,269,121,148,117
2013,MG,3169109,558,428,130,202
2013,MG,3169208,1081,641,440,481
2013,MG,3169307,17399,15605,1794,3543
2013,MG,3169356,5891,4510,1381,1465
2013,MG,3169406,12278,10934,1344,3014
2013,MG,3169505,398,222,176,147
2013,MG,3169604,4535,3370,1165,1355
2013,MG,3169703,2934,2425,509,651
2013,MG,3169802,741,558,183,280
2013,MG,3169901,28776,27360,1416,5779
2013,MG,3170008,496,152,344,179
2013,MG,3170057,915,605,310,416
2013,MG,3170107,91874,80076,11798,17150
2013,MG,3170206,214307,194042,20265,37736
2013,MG,3170305,327,111,216,97
2013,MG,3170404,16677,14322,2355,4301
2013,MG,3170438,562,555,7,247
2013,MG,3170479,353,132,221,93
2013,MG,3170503,2878,2490,388,296
2013,MG,3170529,627,218,409,206
2013,MG,3170578,558,305,253,158
2013,MG,3170602,317,157,160,121
2013,MG,3170651,413,121,292,128
2013,MG,3170701,40668,37251,3417,8227
2013,MG,3170750,1178,871,307,366
2013,MG,3170800,6418,5196,1222,1510
2013,MG,3170909,1047,295,752,335
2013,MG,3171006,4915,4161,754,978
2013,MG,3171030,595,548,47,151
2013,MG,3171071,643,418,225,117
2013,MG,3171105,776,555,221,195
2013,MG,3171154,311,85,226,93
2013,MG,3171204,18491,14451,4040,2194
2013,MG,3171303,20839,15618,5221,4195
2013,MG,3171402,376,113,263,116
2013,MG,3171501,445,129,316,86
2013,MG,3171600,822,372,450,254
2013,MG,3171709,1197,915,282,353
2013,MG,3171808,941,567,374,284
2013,MG,3171907,319,59,260,105
2013,MG,3172004,11428,10434,994,1875
2013,MG,3172103,891,468,423,243
2013,MG,3172202,278,157,121,82
2014,MG,3100104,4571,4291,280,1194
2014,MG,3100203,4542,3708,834,1551
2014,MG,3100302,1738,1180,558,683
2014,MG,3100401,410,215,195,117
2014,MG,3100500,637,398,239,197
2014,MG,3100609,751,463,288,336
2014,MG,3100708,426,425,1,151
2014,MG,3100807,846,586,260,212
2014,MG,3100906,1728,1125,603,697
2014,MG,3101003,919,564,355,267
2014,MG,3101102,3164,2205,959,938
2014,MG,3101201,892,634,258,319
2014,MG,3101300,368,113,255,63
2014,MG,3101409,370,173,197,143
2014,MG,3101508,6281,5369,912,2854
2014,MG,3101607,20470,17888,2582,4129
2014,MG,3101631,918,701,217,248
2014,MG,3101706,5258,3767,1491,1503
2014,MG,3101805,917,464,453,167
2014,MG,3101904,2585,2179,406,1157
2014,MG,3102001,1553,1049,504,509
2014,MG,3102050,561,289,272,210
2014,MG,3102100,817,392,425,306
2014,MG,3102209,330,37,293,62
2014,MG,3102308,2566,2205,361,560
2014,MG,3102407,243,183,60,122
2014,MG,3102506,402,193,209,104
2014,MG,3102605,9889,8861,1028,2303
2014,MG,3102704,757,534,223,180
2014,MG,3102803,1412,1219,193,616
2014,MG,3102852,659,393,266,143
2014,MG,3102902,1620,1241,379,394
2014,MG,3103009,1274,823,451,250
2014,MG,3103108,188,40,148,71
2014,MG,3103207,550,319,231,103
2014,MG,3103306,245,57,188,69
2014,MG,3103405,3870,3036,834,1442
2014,MG,3103504,22899,22425,474,5622
2014,MG,3103603,437,151,286,139
2014,MG,3103702,473,268,205,145
2014,MG,3103751,3179,2458,721,336
2014,MG,3103801,614,352,262,104
2014,MG,3103900,1831,1523,308,587
2014,MG,3104007,28926,25290,3636,5466
2014,MG,3104106,2464,2139,325,535
2014,MG,3104205,11325,10084,1241,2727
2014,MG,3104304,1864,1416,448,1038
2014,MG,3104403,457,219,238,100
2014,MG,3104452,261,53,208,86
2014,MG,3104502,1653,962,691,595
2014,MG,3104601,4139,3994,145,796
2014,MG,3104700,1016,614,402,434
2014,MG,3104809,612,450,162,194
2014,MG,3104908,3335,2623,712,1091
2014,MG,3105004,1780,1418,362,324
2014,MG,3105103,3918,3612,306,1156
2014,MG,3105202,331,51,280,102
2014,MG,3105301,1104,877,227,259
2014,MG,3105400,4686,3603,1083,1100
2014,MG,3105509,697,407,290,187
2014,MG,3105608,27686,23991,3695,5069
2014,MG,3105707,517,236,281,179
2014,MG,3105905,3513,2736,777,954
2014,MG,3106002,955,948,7,272
2014,MG,3106101,651,512,139,174
2014,MG,3106200,1354683,1014764,339919,160897
2014,MG,3106309,5971,5021,950,660
2014,MG,3106408,870,614,256,317
2014,MG,3106507,3254,3022,232,202
2014,MG,3106606,239,71,168,91
2014,MG,3106655,519,337,182,109
2014,MG,3106705,121269,108501,12768,11200
2014,MG,3106804,351,145,206,53
2014,MG,3106903,3032,2405,627,957
2014,MG,3107000,361,152,209,155
2014,MG,3107109,6945,5828,1117,2237
2014,MG,3107208,661,326,335,232
2014,MG,3107307,7620,6481,1139,1945
2014,MG,3107406,11331,10142,1189,2748
2014,MG,3107505,1053,643,410,406
2014,MG,3107604,558,352,206,186
2014,MG,3107703,998,737,261,263
2014,MG,3107802,971,659,312,356
2014,MG,3107901,826,524,302,261
2014,MG,3108008,2393,1803,590,924
2014,MG,3108107,596,371,225,295
2014,MG,3108206,933,631,302,329
2014,MG,3108255,372,110,262,101
2014,MG,3108305,2874,2519,355,749
2014,MG,3108404,2353,1841,512,817
2014,MG,3108503,504,255,249,125
2014,MG,3108552,1476,1047,429,614
2014,MG,3108602,2760,1775,985,967
2014,MG,3108701,330,89,241,115
2014,MG,3108800,345,82,263,80
2014,MG,3108909,1556,1173,383,516
2014,MG,3109006,10640,9252,1388,1422
2014,MG,3109105,927,666,261,376
2014,MG,3109204,971,542,429,427
2014,MG,3109253,333,76,257,84
2014,MG,3109303,3515,2551,964,943
2014,MG,3109402,3276,2572,704,908
2014,MG,3109451,791,377,414,195
2014,MG,3109501,1644,1366,278,669
2014,MG,3109600,571,298,273,213
2014,MG,3109709,1698,1423,275,404
2014,MG,3109808,674,176,498,96
2014,MG,3109907,2125,1762,363,497
2014,MG,3110004,5671,4750,921,1595
2014,MG,3110103,477,132,345,166
2014,MG,3110202,524,294,230,101
2014,MG,3110301,1951,1651,300,704
2014,MG,3110400,271,61,210,79
2014,MG,3110509,4684,4083,601,1382
2014,MG,3110608,6651,5866,785,1541
2014,MG,3110707,1878,1437,441,626
2014,MG,3110806,471,195,276,141
2014,MG,3110905,3101,2737,364,872
2014,MG,3111002,2655,2044,611,967
2014,MG,3111101,2947,2889,58,1122
2014,MG,3111150,254,18,236,72
2014,MG,3111200,10808,9558,1250,3162
2014,MG,3111309,1506,951,555,375
2014,MG,3111408,2734,2329,405,362
2014,MG,3111507,2037,1458,579,740
2014,MG,3111606,3731,2798,933,1384
2014,MG,3111705,387,161,226,121
2014,MG,3111804,2084,1741,343,459
2014,MG,3111903,577,317,260,158
2014,MG,3112000,2300,1732,568,721
2014,MG,3112059,483,174,309,111
2014,MG,3112109,450,186,264,200
2014,MG,3112208,421,250,171,124
2014,MG,3112307,6376,5509,867,1522
2014,MG,3112406,1031,817,214,463
2014,MG,3112505,971,626,345,339
2014,MG,3112604,2706,2187,519,748
2014,MG,3112653,438,132,306,126
2014,MG,3112703,2120,1641,479,457
2014,MG,3112802,1910,1906,4,576
2014,MG,3112901,672,420,252,245
2014,MG,3113008,1022,359,663,202
2014,MG,3113107,297,93,204,49
2014,MG,3113206,4053,3252,801,1034
2014,MG,3113305,5100,4244,856,1818
2014,MG,3113404,17136,14935,2201,4351
2014,MG,3113503,1545,1289,256,305
2014,MG,3113602,1208,923,285,393
2014,MG,3113701,3252,2689,563,951
2014,MG,3113800,334,109,225,93
2014,MG,3113909,2152,1681,471,478
2014,MG,3114006,2236,1961,275,513
2014,MG,3114105,2197,1812,385,623
2014,MG,3114204,4448,3795,653,964
2014,MG,3114303,5109,4020,1089,1786
2014,MG,3114402,3476,2889,587,1339
2014,MG,3114501,3530,2974,556,862
2014,MG,3114550,1753,1686,67,643
2014,MG,3114600,587,372,215,170
2014,MG,3114709,430,218,212,132
2014,MG,3114808,458,235,223,178
2014,MG,3114907,367,151,216,69
2014,MG,3115003,500,378,122,163
2014,MG,3115102,2873,2828,45,1130
2014,MG,3115201,356,154,202,103
2014,MG,3115300,16809,16164,645,3566
2014,MG,3115359,921,577,344,183
2014,MG,3115409,71,64,7,90
2014,MG,3115458,476,184,292,115
2014,MG,3115474,273,34,239,103
2014,MG,3115508,3741,3006,735,1215
2014,MG,3115607,173,33,140,46
2014,MG,3115706,627,292,335,301
2014,MG,3115805,953,555,398,424
2014,MG,3115904,338,151,187,129
2014,MG,3116001,428,162,266,138
2014,MG,3116100,914,559,355,185
2014,MG,3116159,779,438,341,262
2014,MG,3116209,327,247,80,82
2014,MG,3116308,269,84,185,140
2014,MG,3116407,637,427,210,197
2014,MG,3116506,667,410,257,217
2014,MG,3116605,8356,7912,444,1346
2014,MG,3116704,820,734,86,275
2014,MG,3116803,518,264,254,221
2014,MG,3116902,1960,1809,151,169
2014,MG,3117009,450,138,312,115
2014,MG,3117108,1174,829,345,449
2014,MG,3117207,271,90,181,107
2014,MG,3117306,5381,4349,1032,972
2014,MG,3117405,279,270,9,101
2014,MG,3117504,4765,4138,627,649
2014,MG,3117603,1711,1428,283,273
2014,MG,3117702,2258,1817,441,612
2014,MG,3117801,2163,2016,147,682
2014,MG,3117836,267,39,228,73
2014,MG,3117876,5478,4946,532,362
2014,MG,3117900,1401,996,405,421
2014,MG,3118007,15596,13067,2529,1967
2014,MG,3118106,297,73,224,70
2014,MG,3118205,1546,1271,275,460
2014,MG,3118304,22775,20720,2055,5006
2014,MG,3118403,2049,1487,562,804
2014,MG,3118502,170,57,113,53
2014,MG,3118601,209001,193014,15987,24889
2014,MG,3118700,1227,994,233,503
2014,MG,3118809,1500,1114,386,593
2014,MG,3118908,685,433,252,305
2014,MG,3119005,566,325,241,160
2014,MG,3119104,3028,2177,851,944
2014,MG,3119203,563,198,365,321
2014,MG,3119302,5296,4483,813,1809
2014,MG,3119401,18196,15646,2550,4196
2014,MG,3119500,642,278,364,192
2014,MG,3119609,437,298,139,115
2014,MG,3119708,442,289,153,185
2014,MG,3119807,529,348,181,156
2014,MG,3119906,297,273,24,69
2014,MG,3119955,1624,1321,303,422
2014,MG,3120003,358,85,273,91
2014,MG,3120102,443,194,249,183
2014,MG,3120151,377,153,224,153
2014,MG,3120201,3001,2591,410,662
2014,MG,3120300,387,140,247,129
2014,MG,3120409,688,416,272,176
2014,MG,3120508,1472,1127,345,464
2014,MG,3120607,602,327,275,176
2014,MG,3120706,595,370,225,213
2014,MG,3120805,2555,2056,499,689
2014,MG,3120839,428,148,280,137
2014,MG,3120870,377,162,215,167
2014,MG,3120904,16252,14665,1587,3831
2014,MG,3121001,477,181,296,112
2014,MG,3121100,914,645,269,297
2014,MG,3121209,1412,1375,37,409
2014,MG,3121258,3508,3233,275,411
2014,MG,3121308,1062,778,284,304
2014,MG,3121407,502,265,237,175
2014,MG,3121506,363,124,239,164
2014,MG,3121605,8520,6118,2402,1902
2014,MG,3121704,179,69,110,51
2014,MG,3121803,674,416,258,373
2014,MG,3121902,507,264,243,188
2014,MG,3122009,1718,1227,491,566
2014,MG,3122108,338,111,227,107
2014,MG,3122207,370,168,202,162
2014,MG,3122306,59668,55089,4579,12870
2014,MG,3122355,928,607,321,125
2014,MG,3122405,751,463,288,187
2014,MG,3122454,472,205,267,139
2014,MG,3122470,314,140,174,140
2014,MG,3122504,528,270,258,244
2014,MG,3122603,488,193,295,133
2014,MG,3122702,1002,783,219,227
2014,MG,3122801,386,191,195,98
2014,MG,3122900,1079,754,325,249
2014,MG,3123007,2895,2685,210,543
2014,MG,3123106,586,349,237,131
2014,MG,3123205,2306,1774,532,1087
2014,MG,3123304,347,159,188,154
2014,MG,3123403,310,149,161,90
2014,MG,3123502,347,80,267,90
2014,MG,3123528,472,193,279,203
2014,MG,3123601,4820,4165,655,1321
2014,MG,3123700,1442,1134,308,482
2014,MG,3123809,554,337,217,181
2014,MG,3123858,374,165,209,122
2014,MG,3123908,1731,1482,249,742
2014,MG,3124005,2190,1550,640,547
2014,MG,3124104,6946,5341,1605,1963
2014,MG,3124203,2640,2084,556,1545
2014,MG,3124302,2903,2172,731,982
2014,MG,3124401,614,411,203,117
2014,MG,3124500,1412,1400,12,358
2014,MG,3124609,407,158,249,93
2014,MG,3124708,459,251,208,255
2014,MG,3124807,1330,1052,278,312
2014,MG,3124906,1610,1191,419,495
2014,MG,3125002,412,183,229,155
2014,MG,3125101,16700,15678,1022,1734
2014,MG,3125200,297,130,167,120
2014,MG,3125309,603,391,212,135
2014,MG,3125408,336,123,213,108
2014,MG,3125507,350,82,268,108
2014,MG,3125606,599,224,375,164
2014,MG,3125705,2094,1466,628,582
2014,MG,3125804,358,148,210,106
2014,MG,3125903,984,612,372,456
2014,MG,3125952,770,553,217,208
2014,MG,3126000,1324,1038,286,362
2014,MG,3126109,17969,16246,1723,4058
2014,MG,3126208,693,395,298,217
2014,MG,3126307,593,328,265,220
2014,MG,3126406,445,260,185,158
2014,MG,3126505,490,294,196,133
2014,MG,3126604,497,285,212,163
2014,MG,3126703,2801,2023,778,1241
2014,MG,3126752,500,210,290,116
2014,MG,3126802,418,194,224,147
2014,MG,3126901,856,670,186,295
2014,MG,3126950,178,14,164,36
2014,MG,3127008,1670,1123,547,541
2014,MG,3127057,336,39,297,74
2014,MG,3127073,296,42,254,80
2014,MG,3127107,12821,11855,966,3099
2014,MG,3127206,560,448,112,211
2014,MG,3127305,940,501,439,286
2014,MG,3127339,351,62,289,88
2014,MG,3127354,322,71,251,71
2014,MG,3127370,297,85,212,124
2014,MG,3127388,469,312,157,241
2014,MG,3127404,566,391,175,235
2014,MG,3127503,238,106,132,96
2014,MG,3127602,1742,1345,397,423
2014,MG,3127701,64207,54493,9714,11692
2014,MG,3127800,1928,1161,767,421
2014,MG,3127909,336,65,271,76
2014,MG,3128006,6803,5730,1073,1740
2014,MG,3128105,2178,1624,554,559
2014,MG,3128204,988,615,373,229
2014,MG,3128253,377,93,284,133
2014,MG,3128303,4898,4367,531,1025
2014,MG,3128402,1440,1122,318,526
2014,MG,3128501,601,369,232,197
2014,MG,3128600,1334,948,386,435
2014,MG,3128709,13781,12930,851,3593
2014,MG,3128808,1358,1077,281,296
2014,MG,3128907,836,581,255,311
2014,MG,3129004,869,684,185,322
2014,MG,3129103,632,422,210,312
2014,MG,3129202,1001,843,158,326
2014,MG,3129301,784,642,142,432
2014,MG,3129400,609,346,263,199
2014,MG,3129509,4513,3653,860,1248
2014,MG,3129608,722,223,499,138
2014,MG,3129657,307,31,276,84
2014,MG,3129707,1987,1672,315,692
2014,MG,3129806,17692,11986,5706,2549
2014,MG,3129905,354,170,184,113
2014,MG,3130002,395,182,213,125
2014,MG,3130051,267,64,203,115
2014,MG,3130101,6247,5112,1135,1172
2014,MG,3130200,3103,2748,355,523
2014,MG,3130309,1368,1060,308,425
2014,MG,3130408,1931,1528,403,337
2014,MG,3130507,2130,1658,472,494
2014,MG,3130556,430,172,258,104
2014,MG,3130606,1069,863,206,406
2014,MG,3130655,508,213,295,144
2014,MG,3130705,1320,863,457,236
2014,MG,3130804,599,451,148,144
2014,MG,3130903,2177,1640,537,938
2014,MG,3131000,1154,808,346,279
2014,MG,3131109,1000,660,340,223
2014,MG,3131158,1175,873,302,370
2014,MG,3131208,2312,1727,585,857
2014,MG,3131307,72602,66622,5980,11067
2014,MG,3131406,535,327,208,227
2014,MG,3131505,1281,905,376,411
2014,MG,3131604,1055,634,421,429
2014,MG,3131703,40967,37716,3251,4916
2014,MG,3131802,1048,671,377,422
2014,MG,3131901,17163,13865,3298,3071
2014,MG,3132008,681,536,145,97
2014,MG,3132107,2004,1284,720,748
2014,MG,3132206,2716,2345,371,791
2014,MG,3132305,651,229,422,149
2014,MG,3132404,26357,23734,2623,5184
2014,MG,3132503,3962,2732,1230,1229
2014,MG,3132602,599,340,259,182
2014,MG,3132701,2412,1596,816,725
2014,MG,3132800,264,94,170,74
2014,MG,3132909,1689,1196,493,444
2014,MG,3133006,2860,2399,461,636
2014,MG,3133105,4411,3923,488,766
2014,MG,3133204,1079,602,477,347
2014,MG,3133303,2203,1746,457,774
2014,MG,3133402,3153,2737,416,560
2014,MG,3133501,3926,3434,492,1111
2014,MG,3133600,1976,1762,214,484
2014,MG,3133709,3141,2839,302,435
2014,MG,3133758,3835,3161,674,916
2014,MG,3133808,25965,23496,2469,4920
2014,MG,3133907,441,179,262,101
2014,MG,3134004,971,567,404,216
2014,MG,3134103,465,190,275,157
2014,MG,3134202,22280,20479,1801,4892
2014,MG,3134301,457,205,252,196
2014,MG,3134400,10169,8687,1482,2322
2014,MG,3134509,654,380,274,139
2014,MG,3134608,2078,1562,516,669
2014,MG,3134707,684,312,372,366
2014,MG,3134806,1028,811,217,507
2014,MG,3134905,6565,6078,487,2046
2014,MG,3135001,635,395,240,123
2014,MG,3135050,7065,6333,732,1353
2014,MG,3135076,352,158,194,117
2014,MG,3135100,12812,11244,1568,2843
2014,MG,3135209,5842,3843,1999,1706
2014,MG,3135308,820,630,190,158
2014,MG,3135357,553,143,410,131
2014,MG,3135407,3714,3468,246,253
2014,MG,3135456,426,114,312,92
2014,MG,3135506,1428,963,465,319
2014,MG,3135605,851,473,378,222
2014,MG,3135704,931,762,169,356
2014,MG,3135803,1800,1351,449,707
2014,MG,3135902,628,363,265,216
2014,MG,3136009,951,571,380,295
2014,MG,3136108,360,128,232,69
2014,MG,3136207,19162,18844,318,3810
2014,MG,3136306,12066,10855,1211,3578
2014,MG,3136405,412,226,186,146
2014,MG,3136504,761,357,404,301
2014,MG,3136520,279,50,229,66
2014,MG,3136553,473,265,208,78
2014,MG,3136579,282,36,246,129
2014,MG,3136603,555,297,258,160
2014,MG,3136652,6451,5491,960,718
2014,MG,3136702,151936,140295,11641,30224
2014,MG,3136801,411,186,225,127
2014,MG,3136900,2186,1873,313,671
2014,MG,3136959,289,47,242,122
2014,MG,3137007,721,181,540,173
2014,MG,3137106,958,695,263,340
2014,MG,3137205,11941,11882,59,2449
2014,MG,3137304,293,123,170,94
2014,MG,3137403,1492,1048,444,446
2014,MG,3137502,2952,2504,448,672
2014,MG,3137536,1117,726,391,431
2014,MG,3137601,14802,11145,3657,2394
2014,MG,3137700,2035,1309,726,767
2014,MG,3137809,2800,2282,518,1008
2014,MG,3137908,326,107,219,91
2014,MG,3138005,874,626,248,374
2014,MG,3138104,1392,864,528,220
2014,MG,3138203,27185,23115,4070,5416
2014,MG,3138302,368,209,159,173
